Name,Fulladdress,Categories,Time Zone,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening Hours,Featured Image,Place Id,phone
Verona Laundry,"Jl. Bambu II No.70, Durian, Kec. Medan Tim., Kota Medan, Sumatera Utara 20235",Binatu,Asia/Jakarta,YES,53,4.5,https://search.google.com/local/reviews?placeid=ChIJ_dyhMOwxMTAR-NC2gQsQN8M&q=la,https://www.google.com/maps?cid=14066729602721960184,3.6073604,98.6775648,0,0,"Minggu: [Tutup], Senin: [07.00-18.00], Selasa: [07.00-18.00], Rabu: [07.00-18.00",https://lh5.googleusercontent.com/p/AF1QipO4las4DH_K6t5d1omzkZsCqF4FfjKHqTsHzqgS,ChIJ_dyhMOwxMTAR-NC2gQsQN8M,+62 61 6636676
Aurora Laundry Express,None,"Binatu, Service establishment, Layanan Binatu",Asia/Jakarta,YES,1,5.0,https://search.google.com/local/reviews?placeid=ChIJhQchVo8zMTARTb3D3qO2d6M&q=la,https://www.google.com/maps?cid=11779084165344116045,-2.44565,117.8888,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",None,ChIJhQchVo8zMTARTb3D3qO2d6M,+62 821-6365-0188
Laundry Medan ( Brilliant Laundry),"JMRC+Q2W, Jl. Alumunium II, Tj. Mulia, Kec. Medan Deli, Kota Medan, Sumatera Uta",Binatu Cucian Kering,Asia/Jakarta,NO,2,3.5,https://search.google.com/local/reviews?placeid=ChIJiVtslnIyMTARInV39e9uUTo&q=la,https://www.google.com/maps?cid=4202261904207869218,3.6419831,98.6700865,0,0,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CkUdx2uzxaF3TEdbd,ChIJiVtslnIyMTARInV39e9uUTo,+62 853-6230-0075
Balqies Laundry,"JMRG+PGF, Jl. Alumunium IV, Tj. Mulia, Kec. Medan Deli, Kota Medan, Sumatera Uta",Binatu,Asia/Jakarta,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJj0HpoWwyMTARLYSnGnaq_kY&q=la,https://www.google.com/maps?cid=5115713650969510957,3.64181,98.6762971,0,0,"Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.00-18.00], Rabu: [08.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6gX9ppMtgvdwT1MH1,ChIJj0HpoWwyMTARLYSnGnaq_kY,+62 823-7012-6866
Ninis Laundry,"Jl. Kawat 3 No.225, Tj. Mulia Hilir, Kec. Medan Deli, Kota Medan, Sumatera Utara",Layanan Binatu,Asia/Jakarta,YES,1,5.0,https://search.google.com/local/reviews?placeid=ChIJLwpF4HEyMTARdJhekHArQbQ&q=la,https://www.google.com/maps?cid=12988710562771671156,3.6467884,98.6709416,0,0,"Minggu: [Tutup], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [09.00-17.00",https://lh5.googleusercontent.com/p/AF1QipOCazCkPD0ZLNPB1u0jkFjVwMskBvImv8uXP9ST,ChIJLwpF4HEyMTARdJhekHArQbQ,None
Deli Laundry,"Jl. Perbatasan No.66, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara",Binatu,Asia/Jakarta,YES,0,0.0,None,https://www.google.com/maps?cid=12183166972924822127,3.5488884,98.69467,0,0,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPkVk-SiiRd2jv74T7vtp0Pc5purmC7TCjoQn9S,ChIJD-EliCYxMTARb4J0DNBNE6k,+62 823-6162-0001
Dilla Laundry,"Jl. Sidomulyo, Tj. Mulia, Kec. Medan Deli, Kota Medan, Sumatera Utara 20242",Layanan Binatu,Asia/Jakarta,YES,2,5.0,https://search.google.com/local/reviews?placeid=ChIJyRBh_fUtMTARP4zd0Gfrk3k&q=la,https://www.google.com/maps?cid=8760604531284085823,3.6635746,98.6590879,0,0,"Minggu: [07.30-21.00], Senin: [07.30-21.00], Selasa: [07.30-21.00], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipMifJA0zo4BHIzTCpgNZiEWYhv4_q-oIb4GFN4z,ChIJyRBh_fUtMTARP4zd0Gfrk3k,+62 821-7368-2405
Laundry The Daily Wash Denai 2,"Jl. Denai No.69, Tegal Sari Mandala I, Kec. Medan Denai, Kota Medan, Sumatera Ut",Layanan Binatu,Asia/Jakarta,YES,10,5.0,https://search.google.com/local/reviews?placeid=ChIJgYk1MEcxMTARymlvWCO424A&q=la,https://www.google.com/maps?cid=9285217518701472202,3.5820673,98.7079218,0,0,"Minggu: [07.00-23.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipO0qQ_hiRrn1a4smZyxIaauFE4A3l5TqJ5HdfJF,ChIJgYk1MEcxMTARymlvWCO424A,None
Laundry The Daily Wash Denai 1,"Jl. Denai No.213A, Tegal Sari Mandala II, Kec. Medan Denai, Kota Medan, Sumatera","Binatu, Layanan Binatu",Asia/Jakarta,YES,28,4.9,https://search.google.com/local/reviews?placeid=ChIJkwraGwIxMTAR2f0eZJXDjjQ&q=la,https://www.google.com/maps?cid=3787179383062461913,3.581648,98.7209769,0,0,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipOLGyQHb0x8xE2TCWYcS0ukFglK0MK1TwGVK4nS,ChIJkwraGwIxMTAR2f0eZJXDjjQ,+62 823-1246-4499
Laundry denai 88,"Jl. Denai No.98, Tegal Sari I, Kec. Medan Area, Kota Medan, Sumatera Utara 20227",Binatu,Asia/Jakarta,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJYc3QIbIxMTARkeJwL5kAtOM&q=la,https://www.google.com/maps?cid=16407740000343483025,3.5818587,98.7069625,0,0,"Minggu: [07.45-19.45], Senin: [07.45-19.45], Selasa: [07.45-19.45], Rabu: [07.45",https://lh5.googleusercontent.com/p/AF1QipPKDyMKyIYyvbgez_bJNWhppocEzw5ftSAyAEji,ChIJYc3QIbIxMTARkeJwL5kAtOM,+62 852-6781-7646
Jwash Laundry Express,"Jl. Denai No.184, Tegal Sari Mandala III, Kec. Medan Denai, Kota Medan, Sumatera",Binatu,Asia/Jakarta,YES,8,5.0,https://search.google.com/local/reviews?placeid=ChIJP2ENADUxMTARxMlr6ptIQ4s&q=la,https://www.google.com/maps?cid=10034944229201660356,3.5813723,98.7188134,0,0,"Minggu: [08.00-19.30], Senin: [07.30-19.30], Selasa: [07.30-19.30], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipNXGYjpHLLXj3SsN626MJvSysvzxikmo1GTs2E1,ChIJP2ENADUxMTARxMlr6ptIQ4s,+62 813-6181-1818
Flowash Laundry Medan,"Jl. Selam V No.18A, Tegal Sari Mandala I, Kec. Medan Denai, Kota Medan, Sumatera",Binatu,Asia/Jakarta,NO,3,5.0,https://search.google.com/local/reviews?placeid=ChIJ_bE0MHgxMTAR-BZtq2vsw4U&q=la,https://www.google.com/maps?cid=9638807574684702456,3.5842984,98.7098489,0,0,None,https://lh5.googleusercontent.com/p/AF1QipOX0izOuzLw5GIBYq8_zbShQxlUTvAenmyqFBI0,ChIJ_bE0MHgxMTAR-BZtq2vsw4U,None
Denai Coin Laundry,"Jl. Denai No.181 A 02, Tegal Sari Mandala III, Kec. Medan Denai, Kota Medan, Sum",Layanan Binatu,Asia/Jakarta,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJK7kozdkxMTARHyyQTtgifUo&q=la,https://www.google.com/maps?cid=5367484643321850911,3.5817388,98.7184719,0,0,"Minggu: [08.00-21.00], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNz5J0dSefM1tWh338uFNP1iZCa0-Zd-fgpOOo0,ChIJK7kozdkxMTARHyyQTtgifUo,+62 822-7257-3458
TOP LAUNDRY MEDAN,"Jalan Raya Menteng 240 A Simpg, Gg. Mangga, Binjai, Kec. Medan Denai, Kota Medan",Binatu Cucian Kering,Asia/Jakarta,YES,30,4.7,https://search.google.com/local/reviews?placeid=ChIJsb0duVkwMTARIuog6AOVKng&q=la,https://www.google.com/maps?cid=8658897077585111586,3.5682266,98.709789,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNnu94aEZeOZ13_rm4aJzB8dEQe6gddfGoeToKx,ChIJsb0duVkwMTARIuog6AOVKng,+62 813-7044-7133
PULCLEAN LAUNDRY EXPERT,"Jl. Denai, Tegal Sari Mandala II, Kec. Medan Denai, Kota Medan, Sumatera Utara","Layanan Binatu, Binatu",Asia/Jakarta,YES,13,5.0,https://search.google.com/local/reviews?placeid=ChIJuR0TUQUxMTARDBWtLd7tBiU&q=la,https://www.google.com/maps?cid=2668081367768438028,3.5815366,98.7211491,0,0,"Minggu: [07.30-22.00], Senin: [07.30-22.00], Selasa: [07.30-22.00], Rabu: [07.30",https://lh5.googleusercontent.com/p/AF1QipN_HxD7R2JrMvKs3MIU9J7U27IKg28JMj9mpqhE,ChIJuR0TUQUxMTARDBWtLd7tBiU,+62 822-9010-0700
Advilaundry,"Jl. Denai No.206, Tegal Sari Mandala II, Kec. Medan Denai, Kota Medan, Sumatera ",Layanan Binatu,Asia/Jakarta,NO,4,5.0,https://search.google.com/local/reviews?placeid=ChIJe6wbCe0xMTAR1v23GY7wBI4&q=la,https://www.google.com/maps?cid=10233568746400120278,3.5813345,98.7201559,0,0,None,https://lh5.googleusercontent.com/p/AF1QipOnlPnLC7CwLh4mLnX56Cm7eL5bKddRLk3IYlY2,ChIJe6wbCe0xMTAR1v23GY7wBI4,None
Monic Laundry,"HPFG+5WX, Jl. Jermal XII, Denai, Kec. Medan Denai, Kota Medan, Sumatera Utara 20",Binatu,Asia/Jakarta,NO,3,4.7,https://search.google.com/local/reviews?placeid=ChIJPwVBmN0wMTARNxBPcmhaspw&q=la,https://www.google.com/maps?cid=11291186620412137527,3.57298,98.7273699,0,0,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF162mIQfCR5E5febi1mU0nV877U_sl,ChIJPwVBmN0wMTARNxBPcmhaspw,+62 812-6554-1844
Fresh Laundry,"Jl. Bahagia By Pass No.5, Sudirejo I, Kec. Medan Kota, Kota Medan, Sumatera Utar",Binatu,Asia/Jakarta,NO,18,4.5,https://search.google.com/local/reviews?placeid=ChIJGWb_ll8wMTARU4C5HxnIgcA&q=la,https://www.google.com/maps?cid=13871588337509826643,3.5618932,98.7028277,0,0,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipMDFbbXgZlRzZl16ilTs-3wlpjBa0uKoUxWSWzK,ChIJGWb_ll8wMTARU4C5HxnIgcA,+62 813-7568-5220
Daily Fresh Laundry Express,"Jl. Turi No.92F, Sudirejo I, Kec. Medan Kota, Kota Medan, Sumatera Utara 20217",Binatu Cucian Kering,Asia/Jakarta,YES,1,5.0,https://search.google.com/local/reviews?placeid=ChIJfbIW7esxMTARdzxOhfdbUyQ&q=la,https://www.google.com/maps?cid=2617536927083936887,3.5627554,98.7008391,0,0,"Minggu: [07.40-21.30], Senin: [07.40-21.30], Selasa: [07.40-21.30], Rabu: [07.40",https://lh5.googleusercontent.com/p/AF1QipOIKx6PGyxBrnjkSZ_G1AxjKdqVOnwIQ60JHud1,ChIJfbIW7esxMTARdzxOhfdbUyQ,+62 859-1066-77172
Seva Premium Laundry,"Jl. Bahagia By Pass No.11-13, Sudirejo I, Kec. Medan Kota, Kota Medan, Sumatera ","Layanan Binatu, Binatu Cucian Kering",Asia/Jakarta,YES,4,5.0,https://search.google.com/local/reviews?placeid=ChIJ2UvJmeMxMTARsDu86L_TC7o&q=la,https://www.google.com/maps?cid=13406041536995277744,3.5604953,98.7030652,0,0,"Minggu: [07.45-21.30], Senin: [07.45-21.30], Selasa: [07.45-21.30], Rabu: [07.45",https://lh5.googleusercontent.com/p/AF1QipOF93a8aHqHzQsSdfb5jRBKVHO-LlPAUdVYhsKq,ChIJ2UvJmeMxMTARsDu86L_TC7o,+62 831-5383-5131
Laundry Express,"HM9X+9HM, Jl. HM. Joni, Teladan Tim., Kec. Medan Kota, Kota Medan, Sumatera Utar",Binatu,Asia/Jakarta,NO,10,4.5,https://search.google.com/local/reviews?placeid=ChIJI4PTiFkwMTARMnvNGOrdoE0&q=la,https://www.google.com/maps?cid=5593714734702361394,3.568469,98.6989213,0,0,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGcPQsLiC6INjfq2Qe8LmKB-TA_bV4E,ChIJI4PTiFkwMTARMnvNGOrdoE0,+62 61 91326491
Nusantara Wash Coin Laundry,"Jl Letjen Haryono MT No.186 -N, Pusat Pasar, Medan Kota, Medan City, North Sumat",Binatu,Asia/Jakarta,NO,35,4.8,https://search.google.com/local/reviews?placeid=ChIJV2PK77AxMTARr1g-56GYRXQ&q=la,https://www.google.com/maps?cid=8378270502929455279,3.5884541,98.6894721,0,0,"Minggu: [Tutup], Senin: [08.00-18.30], Selasa: [08.00-18.30], Rabu: [08.00-18.30",https://lh5.googleusercontent.com/p/AF1QipPXK5v681eDUH9WvtRPd32oFk_4bJ7NEa7BAsXy,ChIJV2PK77AxMTARr1g-56GYRXQ,+62 813-6021-5250
Habib LAUNDRY,"komplek fortune, Jl. Bahagia No.1c, Teladan Tim., Kec. Medan Kota, Kota Medan, S",Binatu,Asia/Jakarta,NO,14,4.6,https://search.google.com/local/reviews?placeid=ChIJMxqJTjoxMTARXq-ByKa-qI4&q=la,https://www.google.com/maps?cid=10279675773010947934,3.5662462,98.7026101,0,0,"Minggu: [08.00-22.00], Senin: [08.00-22.00], Selasa: [08.00-22.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNJ2ru7Qadxaq8kys7o7wgp5zTY4kdQetu2oO-H,ChIJMxqJTjoxMTARXq-ByKa-qI4,+62 811-6072-013
Pengen Laundry,"JI.HM.Joni No.100 Teladan Timur, Medan Kota, Teladan Tim., Kec. Medan Kota, Kota","Binatu, Binatu Cucian Kering",Asia/Jakarta,YES,65,4.8,https://search.google.com/local/reviews?placeid=ChIJDXNUO1owMTARioAPS1TmJO4&q=la,https://www.google.com/maps?cid=17160093729899380874,3.568344,98.7058274,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipPpZwMORU7hIVzS3bQZZyKMp_iOdgOepzkMuLVn,ChIJDXNUO1owMTARioAPS1TmJO4,+62 823-6402-1910
Utama Laundry Medan (Wet Cleaning & Dry Cleaning,"Jl. Utama No.2, Kotamatsum III, Kec. Medan Kota, Kota Medan, Sumatera Utara 2021",Binatu,Asia/Jakarta,YES,7,5.0,https://search.google.com/local/reviews?placeid=ChIJqZz7J24xMTARu3zpdT9vT_s&q=la,https://www.google.com/maps?cid=18108814945031912635,3.5742077,98.6890597,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNKhf9OSgFID79BY3llhYhVW-lH4C7S6x9GHYtZ,ChIJqZz7J24xMTARu3zpdT9vT_s,+62 811-6060-0911
Purple Laundry Medan Johor,"Jl. Karya Jaya No.171b, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Uta",Layanan Binatu,Asia/Jakarta,NO,9,5.0,https://search.google.com/local/reviews?placeid=ChIJjZsJ0_Y7MTARCO9wfhESLvA&q=la,https://www.google.com/maps?cid=17306790284376469256,3.5253772,98.6773783,0,0,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipMxSeaUrxOQn7EquVP2ucghmZvsYN7STVJ3tX-e,ChIJjZsJ0_Y7MTARCO9wfhESLvA,+62 811-656-512
Berkah Laundry,"Jl. Eka Rasmi No.49, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Utara ",Layanan Binatu,Asia/Jakarta,NO,18,5.0,https://search.google.com/local/reviews?placeid=ChIJx-mewYE7MTAR9BTpZvlg_EE&q=la,https://www.google.com/maps?cid=4754781930886075636,3.524378,98.6710824,0,0,"Minggu: [08.30-18.00], Senin: [08.30-18.00], Selasa: [08.00-18.00], Rabu: [08.30",https://lh5.googleusercontent.com/p/AF1QipOM2bQ1u70KpFE48L4Xb4c_V1AEGcN13lpFoKY=,ChIJx-mewYE7MTAR9BTpZvlg_EE,+62 812-6256-9531
Family Laundry Express,"Jl. Karya Jaya No.252, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Utar",Binatu,Asia/Jakarta,NO,23,4.7,https://search.google.com/local/reviews?placeid=ChIJeUeVJCE7MTARR-1CvkexWHc&q=la,https://www.google.com/maps?cid=8599818410156813639,3.5196207,98.6756436,0,0,"Minggu: [07.00-22.00], Senin: [07.00-22.00], Selasa: [07.00-22.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipN0RUyQal0uhtb9Sg36h4Un7sHjtmYZIdPV4whI,ChIJeUeVJCE7MTARR-1CvkexWHc,None
5asai Platinum Laundry Medan,"Jl. Karya Wisata No.33E, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumate",Binatu,Asia/Jakarta,YES,13,4.7,https://search.google.com/local/reviews?placeid=ChIJpQt2gas6MTAREzuYD13AlMw&q=la,https://www.google.com/maps?cid=14741618986216602387,3.535985,98.663216,0,0,"Minggu: [Tutup], Senin: [08.00-21.30], Selasa: [08.00-21.30], Rabu: [08.00-21.30",https://lh5.googleusercontent.com/p/AF1QipOdTP7FGOiuQKLVPmDZrbZ7NmL3YBt_Y_ZhdvGc,ChIJpQt2gas6MTAREzuYD13AlMw,+62 813-7062-4517
SYAKIRAH COIN LAUNDRY,"Jl. Karya wisata Komplek ruko jip 2 No. 13, Gedung Johor, Kec. Medan Johor, Kota",Binatu Cucian Kering,Asia/Jakarta,YES,10,4.8,https://search.google.com/local/reviews?placeid=ChIJiR1pY547MTARUyVSR-B51XA&q=la,https://www.google.com/maps?cid=8130538706463499603,3.5233763,98.662629,0,0,"Minggu: [Tutup], Senin: [08.00-21.00], Selasa: [08.00-21.00], Rabu: [08.00-21.00",https://lh5.googleusercontent.com/p/AF1QipOOSnIHTBSnJzGGpifAvPhVvIj8vKAGmsiywTpo,ChIJiR1pY547MTARUyVSR-B51XA,+62 823-7243-3577
Queen Laundry & Dry Clean,"Jl. Karya Darma No.3 A, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumater",Layanan Binatu,Asia/Jakarta,NO,4,5.0,https://search.google.com/local/reviews?placeid=ChIJcUKuYltFERARrvCVPrWpeT0&q=la,https://www.google.com/maps?cid=4429758304399782062,3.529767,98.6770389,0,0,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFCxUgGyBAgmTypunTy1d0jDJvDGYD_,ChIJcUKuYltFERARrvCVPrWpeT0,+62 821-6880-9829
The daily wash laundromat,"Jl. Karya Jaya No.254 D, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Ut",Binatu,Asia/Jakarta,YES,25,4.7,https://search.google.com/local/reviews?placeid=ChIJD4OOMuU7MTARrueae3AhPqE&q=la,https://www.google.com/maps?cid=11618760855656261550,3.5194896,98.6756219,0,0,"Minggu: [07.00-23.00], Senin: [07.00-23.00], Selasa: [07.00-23.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipPhv5efiK94qfl6HIcMR9CPtJfkKcePWQqMCqfE,ChIJD4OOMuU7MTARrueae3AhPqE,+62 822-7304-9638
Laundry Syariah Johor,"Jl. Karya Kasih, Pangkalan Masyhur, Kec. Medan Johor, Kota Medan, Sumatera Utara",Binatu,Asia/Jakarta,YES,8,5.0,https://search.google.com/local/reviews?placeid=ChIJuf3_tk87MTAR2VDfDd4jQiE&q=la,https://www.google.com/maps?cid=2396517388336976089,3.5337743,98.6687527,0,0,"Minggu: [08.00-20.30], Senin: [08.00-20.30], Selasa: [08.00-20.30], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipN2eDJIM1KbIMdisyPTXpqAdOmnKVY5JfsFVi0Y,ChIJuf3_tk87MTAR2VDfDd4jQiE,None
Thareeq Rumah Laundry,"Jl. Karya Jaya No.256 B, Gedung Johor, Kec. Medan Johor, Kota Medan, Sumatera Ut",Binatu,Asia/Jakarta,NO,2,5.0,https://search.google.com/local/reviews?placeid=ChIJPVCOQMc6MTARRO61A0sZlL8&q=la,https://www.google.com/maps?cid=13804686567772909124,3.5192085,98.6755799,0,0,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhG51C6kpDgIo0GFjneyOQQ3QURAD4bI,ChIJPVCOQMc6MTARRO61A0sZlL8,+62 61 7879434
TheWashPort Laundry Medan,"Jl. Jambi (simpang, Jl. Wahidin No.18C, Pandau Hulu I, Kec. Medan Kota, Kota Med",Layanan Binatu,Asia/Jakarta,YES,21,5.0,https://search.google.com/local/reviews?placeid=ChIJV58TzbExMTAR2NcxvuDkDeQ&q=la,https://www.google.com/maps?cid=16433042269259552728,3.5876732,98.6923387,0,0,"Minggu: [Tutup], Senin: [09.00-17.00], Selasa: [09.00-17.00], Rabu: [09.00-17.00",https://lh5.googleusercontent.com/p/AF1QipPdGpUxfJ2nROhBWzOw6E87iBWPdCJMDbdJOM6G,ChIJV58TzbExMTAR2NcxvuDkDeQ,+62 61 4568029
RIO LAUNDRY,"Jl.rawe 1 / pancing V simpang kebun lada, Martubung, Kec. Medan Labuhan, Kota Me",Binatu Cucian Kering,Asia/Jakarta,NO,12,5.0,https://search.google.com/local/reviews?placeid=ChIJ62Lr3MQyMTARmuuPOm17sQY&q=la,https://www.google.com/maps?cid=482302344169515930,3.6874737,98.6919121,0,0,"Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka 24 jam], Rabu: [Buka ",https://lh5.googleusercontent.com/p/AF1QipNxsaDuhrQXjPPmvwsypy2k4sTwl6bqOjq6rsgP,ChIJ62Lr3MQyMTARmuuPOm17sQY,+62 821-6886-7014
Chico Laundry,"MMVF+F2V, Jl. KL. Yos Sudarso, Besar, Kec. Medan Labuhan, Kota Medan, Sumatera U",Binatu,Asia/Jakarta,NO,5,4.8,https://search.google.com/local/reviews?placeid=ChIJDZI5trEyMTARJcCiOMhpgOQ&q=la,https://www.google.com/maps?cid=16465276546331099173,3.6937288,98.6725548,0,0,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFQ2rxBkzplqXt2vpC0aj7nH_Ngz06k,ChIJDZI5trEyMTARJcCiOMhpgOQ,+62 823-6333-1009
Lautan Laundry,"Jl. Yos Sudarso, KM. 19,5 No.28, Pekan Labuhan, Kec. Medan Labuhan, Kota Medan, ",Binatu Cucian Kering,Asia/Jakarta,YES,2,4.5,https://search.google.com/local/reviews?placeid=ChIJaaX18-3NNjARWsZxIAfQw6w&q=la,https://www.google.com/maps?cid=12449022524009858650,3.7409346,98.6750235,0,0,"Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00",https://lh5.googleusercontent.com/p/AF1QipNkeuyRbmuT2uLwYk1ErzVMEAaRhb2c6Btrjzxz,ChIJaaX18-3NNjARWsZxIAfQw6w,+62 852-7247-5358
EL LAUNDRY,"Jl. Jala Raya, Besar, Kec. Medan Labuhan, Kota Medan, Sumatera Utara 20251",Binatu,Asia/Jakarta,YES,13,4.9,https://search.google.com/local/reviews?placeid=ChIJYanHOr4zMTARN86f4f81M8Y&q=la,https://www.google.com/maps?cid=14281818216440254007,3.6925743,98.6920614,0,0,"Minggu: [Tutup], Senin: [08.00-20.00], Selasa: [08.00-20.00], Rabu: [08.00-20.00",https://lh5.googleusercontent.com/p/AF1QipOW9b0kw2f4n7_rBHYS7AkU--hu_TqxO6BCdWXC,ChIJYanHOr4zMTARN86f4f81M8Y,+62 895-2414-5507
NASUTION LAUNDRY,"Jalan Kol. Yos Sudarso Km 19,5 RT.5, Pekan Labuhan, Kec. Medan Labuhan, Kota Med",Layanan Binatu,Asia/Jakarta,NO,1,5.0,https://search.google.com/local/reviews?placeid=ChIJiUp7fyrNNjARcyel0TR_wjg&q=la,https://www.google.com/maps?cid=4089971276438120307,3.7459303,98.6742591,0,0,"Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.00-20.00], Rabu: [07.00",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1BCjT4nf_1jXeFcHo,ChIJiUp7fyrNNjARcyel0TR_wjg,+62 812-6088-2455
SS Laundry Express,"PMVF+PV2, Pekan Labuhan, Kec. Medan Labuhan, Kota Medan, Sumatera Utara 20253",Layanan Binatu,Asia/Jakarta,NO,0,0.0,None,https://www.google.com/maps?cid=6397816415588229615,3.7442542,98.6746504,0,0,"Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.00-21.00], Rabu: [07.00",https://lh5.googleusercontent.com/p/AF1QipN3BPcBLmxPg8NDZVz187Z662oOE0IzvsF4Sp5c,ChIJf2fAZOXNNjAR76FMBSKcyVg,+62 821-6444-5591
